;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
2;Sellow,F.;Sellow,F.;;;<NA>;Sellow,F.;recby_problem
7;Saint-Hilaire, A. de;Saint-Hilaire, A. de;;;Johnson;Saint-Hilaire, A. de;recby_problem
8;<NA>;<NA>;;;<NA>;<NA>;recby_problem
9;<NA>;<NA>;;;<NA>;<NA>;recby_problem
10;<NA>;<NA>;;;<NA>;<NA>;recby_problem
11;<NA>;<NA>;;;<NA>;<NA>;recby_problem
12;<NA>;<NA>;;;<NA>;<NA>;recby_problem
13;<NA>;<NA>;;;<NA>;<NA>;recby_problem
14;<NA>;<NA>;;;<NA>;<NA>;recby_problem
220;<NA>;<NA>;;;<NA>;<NA>;recby_problem
221;<NA>;<NA>;;;<NA>;<NA>;recby_problem
222;<NA>;<NA>;;;<NA>;<NA>;recby_problem
223;<NA>;<NA>;;;<NA>;<NA>;recby_problem
224;<NA>;<NA>;;;<NA>;<NA>;recby_problem
226;Anunciação, E.S.;Anunciação, E.S.;64;;<NA>;Anunciação, E.S.;recby_problem
228;Queiroz, L.P.de;Queiroz, L.P.de;16727;;<NA>;P.de;recby_problem
232;André M. Amorim;André M. Amorim et al.;858;;<NA>;André M. Amorim;recby_problem
234;José Floriano Barêa Pastore;José Floriano Barêa Pastore;2129;;<NA>;José Floriano Barêa Pastore;recby_problem
245;Carvalho, A.M.de;Carvalho, A.M.de;3649;;A.Amorim;M.de;recby_problem
246;Carvalho, A.M.de;Carvalho, A.M.de;3602;;A.Amorim;M.de;recby_problem
271;R. de Mello-Silva;R. de Mello-Silva;1174;;R. de Mello-Silva;-Silva;recby_problem
281;M. A. P. z. Wied-Neuwied;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
286;M. A. P. z. Wied-Neuwied;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
293;R. P. Belém;R. P. Belém;936;;D. M. Johnson;ém;recby_problem
298;Amorim, A. M.  (Amorim, André M.);"Amorim, A. M.  (Amorim, André M.);T.S. Santos,P.J. Maas,S.C. Sant´Ana,J. Duarte,C.. Zuilen";827;;<NA>;morim, André M.);recby_problem
299;Carvalho, A. M.  (Carvalho, André Maurício Vieira de/  de Carvalho, André Maurício Vieira/  André Maurício Carvalho);"Carvalho, A. M.  (Carvalho, André Maurício Vieira de/  de Carvalho, André Maurício Vieira/  André Maurício Carvalho);T.S. Santos,W.W. Thomas";3350;;<NA>;arvalho, André Maurício Vieira de/  de Carvalho, André Maurício Vieira/  André Maurício Carvalho);recby_problem
300;Amorim, A. M.  (Amorim, André M.);"Amorim, A. M.  (Amorim, André M.);T.S. Santos,S.C. Sant Ana,P.J.M. Maas,J. Duarte,C.M. van Zuilen";827;;P.J.M. Maas;morim, André M.);recby_problem
301;Carvalho, A. M.  (Carvalho, André Maurício Vieira de/  de Carvalho, André Maurício Vieira/  André Maurício Carvalho);"Carvalho, A. M.  (Carvalho, André Maurício Vieira de/  de Carvalho, André Maurício Vieira/  André Maurício Carvalho);T.S. Santos,W.W. Thomas";3602;;<NA>;arvalho, André Maurício Vieira de/  de Carvalho, André Maurício Vieira/  André Maurício Carvalho);recby_problem
314;R. P. Belém;R. P. Belém;936;;D. M. Johnson;ém;recby_problem
315;R. de Mello-Silva;R. de Mello-Silva;1174;;R. de Mello-Silva;-Silva;recby_problem
326;R. de Mello-Silva;R. de Mello-Silva;1596;;R. de Mello-Silva;-Silva;recby_problem
327;R. de Mello-Silva;R. de Mello-Silva;1596;;R. de Mello-Silva;-Silva;recby_problem
330;J. R. Pirani, W. W. Thomas, R. Mello-Silva;"J. R. Pirani, W. W. Thomas, R. Mello-Silva;J. Fernandes";2435;;<NA>;, W. W. Thomas, R. Mello-Silva;recby_problem
333;Amorim, A. M.  (Amorim, André M.);"Amorim, A. M.  (Amorim, André M.);P.J. Maas,S.C. Sant´Ana,J.F. Ramos,C.M. Zuilen";858;;Lopes, J.C.;morim, André M.);recby_problem
334;Amorim, A. M.  (Amorim, André M.);"Amorim, A. M.  (Amorim, André M.);T.S. Santos,S.C. Sant Ana,L.A. Mattos Silva,P.J.M. Maas,C.M. van Zuilen";794;;<NA>;morim, André M.);recby_problem
351;S. C. Sant'Ana;S. C. Sant'Ana;201;;Lopes, J.C.;'Ana;recby_problem
360;R. Mello-Silva;R. Mello-Silva;1596;;R. de Mello-Silva;-Silva;recby_problem
387;R. P. Belém;R. P. Belém;879;;D. M. Johnson;ém;recby_problem
388;R. P. Belém;R. P. Belém;936;;D. M. Johnson;ém;recby_problem
418;Lobão, A.Q.;Lobão, A.Q.;1532;;Lobão, A.Q.;Lobão, A.Q.;recby_problem
419;Lobão, A.Q.;Lobão, A.Q.;1531;;Lobão, A.Q.;Lobão, A.Q.;recby_problem
420;Lobão, A.Q.;Lobão, A.Q.;1533;;Lobão, A.Q.;Lobão, A.Q.;recby_problem
434;Mello-Silva, R;"Mello-Silva, R;Mello-Silva, R.,et al.";1596;;Mello-Silva, R.;Mello-Silva, R;recby_problem
459;Saint-Hilaire, A.F.C.P. de;Saint-Hilaire, A.F.C.P. de;[Not on sheet];;<NA>;Saint-Hilaire, A.F.C.P. de;recby_problem
461;Lordêlo, RP;Lordêlo, RP;56-333;;Lopes, J.C.;Lordêlo, RP;recby_problem
466;José R. Pirani;José R. Pirani;2435;;Lopes, J.C.;José R. Pirani;recby_problem
476;Mello-Silva R de;"Mello-Silva R de; et al.";"Mello-Silva, R de; et al.  1174 ";;Mello-Silva R de;Mello-Silva R de;recby_problem
506;Mello-Silva R de;"Mello-Silva R de; et al.";"Mello-Silva, R de; et al.  1174 ";;Mello-Silva R de;Mello-Silva R de;recby_problem
512;Araújo DSD de;"Araújo DSD de; et al.";"Araújo, DSD de; et al.  10320 ";;Maas PJM;Araújo DSD de;recby_problem
515;Sant'Ana SC da;"Sant'Ana SC da; Santos TS dos";"Sant'Ana, SC da; Santos, TS dos  201 ";;Johnson DM;Sant'Ana SC da;recby_problem
526;Saint-Hilaire AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
536;Saint-Hilaire AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
540;Saint-Hilaire AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
541;Saint-Hilaire AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
549;Mello-Silva, R;"Mello-Silva, R; Stannard, BL; Nic Lughadha, E; Assis, MC";1596;;Mello-Silva, R;Mello-Silva, R;recby_problem
551;Mello-Silva, R;"Mello-Silva, R; Salatino, A; Santos, DYAC";1174;;Mello-Silva, R;Mello-Silva, R;recby_problem
558;Lobão,A.Q.;Lobão,A.Q.;1533;;Lopes, J.C.;Lobão,A.Q.;recby_problem
559;Lobão,A.Q.;"Lobão,A.Q.;Oliveira,A.,Borges,K.F.,Lopes,L.C.M.,Ribeiro,M,Gusson,M,Cruz,F.M.";1542;;Lobão,A.Q.;Lobão,A.Q.;recby_problem
560;Lobão,A.Q.;Lobão,A.Q.;1531;;Lobão,A.Q.;Lobão,A.Q.;recby_problem
561;Giaretta,A.O.;"Giaretta,A.O.;Broggio,I.S.,Ribeiro,M.";916;;Lopes, J.C.;Giaretta,A.O.;recby_problem
562;Rocha,T.L.;"Rocha,T.L.;Broggio,I.S.,Ribeiro,M.";93;;Ribeiro,M.;Rocha,T.L.;recby_problem
563;Lobão,A.Q.;Lobão,A.Q.;1532;;Lobão,A.Q.;Lobão,A.Q.;recby_problem
564;Belém, RP;"Belém, RP;Magalhães, MG";936;;Maas, PJM;Belém, RP;recby_problem
569;Mariano Neto, E.;Mariano Neto, E.;1065;;<NA>;, E.;recby_problem
570;Mariano Neto, E.;Mariano Neto, E.;1181;;<NA>;, E.;recby_problem
571;Mariano Neto, E.;Mariano Neto, E.;1146;;<NA>;, E.;recby_problem
572;Mariano Neto, E.;Mariano Neto, E.;1067;;<NA>;, E.;recby_problem
575;A. M. Carvalho, W. W. Thomas;A. M. Carvalho, W. W. Thomas & T. S. Santos;3602;;<NA>;, W. W. Thomas;recby_problem
576;A. M. Amorim, P. Maas, C. M. v. Zuilen, T. S. Santos;A. M. Amorim, P. Maas, C. M. v. Zuilen, T. S. Santos & S. C. Sant' Ana;827;;<NA>;, P. Maas, C. M. v. Zuilen, T. S. Santos;recby_problem
577;A. M. Carvalho, W. W. Thomas;A. M. Carvalho, W. W. Thomas & T. S. Santos;3350;;<NA>;, W. W. Thomas;recby_problem
578;-- Kuhlmann;-- Kuhlmann & -- Blacke;s.n.;;<NA>;-- Kuhlmann;recby_problem
579;A. M. Amorim, P. Maas, C. M. v. Zuilen, J. F. Ramos;A. M. Amorim, P. Maas, C. M. v. Zuilen, J. F. Ramos & S. C. Sant' Ana;858;;<NA>;, P. Maas, C. M. v. Zuilen, J. F. Ramos;recby_problem
580;A. M. Amorim, P. Maas, C. M. v. Zuilen, T. S. Santos;A. M. Amorim, P. Maas, C. M. v. Zuilen, T. S. Santos & S. C. Sant' Ana;827;;<NA>;, P. Maas, C. M. v. Zuilen, T. S. Santos;recby_problem
581;A. M. Amorim, P. Maas, C. M. v. Zuilen, L. A. Mattos Silva, T. S. Santos;A. M. Amorim, P. Maas, C. M. v. Zuilen, L. A. Mattos Silva, T. S. Santos & S. C. Sant' Ana;794;;<NA>;, P. Maas, C. M. v. Zuilen, L. A. Mattos Silva, T. S. Santos;recby_problem
583;Barbosa-Silva, R.G.;Barbosa-Silva, R.G.;718;;Carauta & C.C.Berg;Barbosa-Silva, R.G.;recby_problem
603;R. de Mello-Silva;R. de Mello-Silva;1174;;R. de Mello-Silva;-Silva;recby_problem
609;R. P. Belém;R. P. Belém;936;;D. M. Johnson;ém;recby_problem
615;R. de Mello-Silva;R. de Mello-Silva;1596;;R. de Mello-Silva;-Silva;recby_problem
625;R. de Mello-Silva;R. de Mello-Silva;1174;;R. de Mello-Silva;-Silva;recby_problem
626;R. P. Belém;R. P. Belém;936;;D. M. Johnson;ém;recby_problem
634;R. de Mello-Silva;R. de Mello-Silva;1596;;R. de Mello-Silva;-Silva;recby_problem
662;M. A. P. z. Wied-Neuwied;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
665;M. A. P. z. Wied-Neuwied;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
669;Martius, C.F.P. von (no. Herb. Fl. Bras. 858);Martius, C.F.P. von (no. Herb. Fl. Bras. 858);;;<NA>;von (no. Herb. Fl. Bras. 858);recby_problem
670;Martius, C.F.P. von (no. Herb. Fl. Bras. 858);Martius, C.F.P. von (no. Herb. Fl. Bras. 858);;;<NA>;von (no. Herb. Fl. Bras. 858);recby_problem
671;Martius, C.F.P. von (no. Obs. 2101);Martius, C.F.P. von (no. Obs. 2101);;;<NA>;von (no. Obs. 2101);recby_problem
672;Wied-Neuwied, M.A.P. zu (no. 34);Wied-Neuwied, M.A.P. zu (no. 34);;;<NA>;Wied-Neuwied, M.A.P. zu (no. 34);recby_problem
674;Riedel, L. (no. 711);Riedel, L. (no. 711);;;<NA>;(no. 711);recby_problem
675;Wied M.;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
676;Wied M.;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
677;Wied M.;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
678;Luschnath B.;Luschnath B.;S.N.;;<NA>;Luschnath B.;recby_problem
679;Wied M.;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
681;Lobão, AQ;Lobão, AQ;1533;;Lobão, AQ;Lobão, AQ;recby_problem
685;Lobão, AQ;Lobão, AQ;1531;;Lobão, AQ;Lobão, AQ;recby_problem
688;Lobão, AQ;Lobão, AQ;1532;;Lobão, AQ;Lobão, AQ;recby_problem
693;Mello-Silva, R;Mello-Silva, R;3138;;<NA>;Mello-Silva, R;recby_problem
694;El Ottra, JHL;El Ottra, JHL;131;;Lopes, JC;, JHL;recby_problem
696;Saint-Hilaire, A. de;Saint-Hilaire, A. de;;;<NA>;Saint-Hilaire, A. de;recby_problem
699;J.A. Lombardi et. al.;"J.A. Lombardi et. al.;";8852;;J.A. Lombardi; et. al.;recby_problem
